code_insee;prixm2;annee
60005;1884;2017
60091;1761;2017
60619;2898;2017
60666;2812;2017
60473;1979;2017
60101;2103;2017
60489;2016;2017
60079;2043;2017
25055;1214;2017
60069;1956;2017
60226;1998;2017
60446;2367;2017
60432;2519;2017
60494;2762;2017
60213;2719;2017
60341;2736;2017
77193;1288;2017
77420;2618;2017
77259;2696;2017
77153;2584;2017
77344;1811;2017
77322;2507;2017
77273;1947;2017
77392;2278;2017
77173;1823;2017
77358;2180;2017
77203;1954;2017
77483;2384;2017
77525;1149;2017
77282;2353;2017
77330;2290;2017
77475;2465;2017
77323;3059;2017
77143;2523;2017
77513;2881;2017
77196;2665;2017
77514;2968;2017
77094;2178;2017
77515;2511;2017
77118;3222;2017
77474;2695;2017
77291;2753;2017
77233;1808;2017
77364;1512;2017
77214;4188;2017
93015;2942;2017
77369;2215;2017
77376;2663;2017
77284;2594;2017
77332;2514;2017
77274;2278;2017
77205;2435;2017
77241;2351;2017
77349;2759;2017
77294;3015;2017
77308;2151;2017
77005;2707;2017
77150;2231;2017
77366;2089;2017
77199;2031;2017
60631;2506;2017
60482;3088;2017
60346;2860;2017
93061;5059;2017
60033;2949;2017
60505;2506;2017
60172;3205;2017
95594;2261;2017
95492;2347;2017
95395;2898;2017
95365;3006;2017
95250;2591;2017
95580;2645;2017
95509;2750;2017
95493;;2017
95331;2239;2017
95316;2372;2017
95371;2884;2017
95205;2822;2017
95280;2873;2017
94079;3582;2017
93049;3730;2017
93046;2968;2017
94081;3704;2017
77390;2933;2017
94015;4375;2017
77363;2921;2017
93032;3106;2017
77249;2447;2017
94058;4879;2017
77221;3121;2017
94046;4846;2017
94060;3108;2017
94021;3344;2017
92007;4425;2017
94016;4543;2017
94003;4611;2017
92014;5057;2017
94038;3888;2017
92002;4812;2017
91689;4002;2017
94065;4112;2017
94037;5040;2017
18014;587;2017
18208;1942;2017
18257;1229;2017
18125;944;2017
18032;959;2017
18256;829;2017
18259;735;2017
18269;1002;2017
18264;818;2017
58187;835;2017
18115;879;2017
18020;932;2017
18246;993;2017
18284;678;2017
18170;1050;2017
45036;803;2017
18084;907;2017
45268;1482;2017
18117;982;2017
45244;1009;2017
18088;578;2017
45280;1173;2017
45291;771;2017
45108;1273;2017
45064;784;2017
45297;1436;2017
45122;954;2017
45087;1014;2017
45271;1323;2017
45238;1365;2017
58044;1074;2017
18015;1132;2017
45251;945;2017
45218;1812;2017
45276;1150;2017
45277;1688;2017
45138;;2017
45278;974;2017
45121;911;2017
45060;912;2017
45042;1024;2017
45254;1167;2017
18243;1100;2017
18070;665;2017
45096;856;2017
45001;;2017
45143;;2017
59507;2131;2017
45227;1276;2017
45184;1246;2017
45029;855;2017
45180;1508;2017
45002;788;2017
45023;;2017
45120;;2017
18022;2302;2017
89324;986;2017
45052;675;2017
18030;986;2017
18026;1366;2017
58007;1014;2017
58193;917;2017
45155;1325;2017
45039;1297;2017
45016;720;2017
45053;1314;2017
62142;1668;2017
45040;1003;2017
45323;1048;2017
45085;1098;2017
45141;;2017
45245;1228;2017
62645;1565;2017
18011;1102;2017
59359;1655;2017
59273;1713;2017
59272;1356;2017
64092;;2017
64543;;2017
64016;1520;2017
62719;823;2017
62365;1880;2017
62871;817;2017
62461;1198;2017
62700;1359;2017
62890;1121;2017
62220;1173;2017
62522;;2017
62204;1223;2017
62357;953;2017
62647;971;2017
62388;603;2017
62541;;2017
62850;962;2017
62828;;2017
62470;;2017
62335;1081;2017
62596;1483;2017
62538;1043;2017
62150;1659;2017
62552;1176;2017
62550;945;2017
62549;1111;2017
62282;;2017
62868;1003;2017
62551;1582;2017
62275;768;2017
62050;1028;2017
62449;874;2017
62090;664;2017
62783;1194;2017
62501;1455;2017
62481;1054;2017
62547;1484;2017
62625;912;2017
62138;1081;2017
62745;1330;2017
62175;;2017
62222;935;2017
62521;633;2017
62018;2500;2017
62069;1154;2017
17324;1022;2017
62834;1163;2017
62183;1184;2017
62690;521;2017
62723;1710;2017
62382;1083;2017
62100;1196;2017
62824;1034;2017
62787;1092;2017
62556;1252;2017
62768;532;2017
62177;1287;2017
62447;1276;2017
62635;824;2017
64535;1400;2017
62157;;2017
62872;698;2017
62219;802;2017
62395;1410;2017
62743;1366;2017
62677;739;2017
62749;1244;2017
62046;1019;2017
62236;1176;2017
64078;889;2017
64548;507;2017
64243;1489;2017
64200;;2017
40189;;2017
40198;;2017
64172;1066;2017
40299;;2017
40057;646;2017
64347;1110;2017
64332;941;2017
64457;;2017
64226;;2017
32378;737;2017
64159;1088;2017
65083;1605;2017
64203;1067;2017
64043;;2017
64190;825;2017
40220;2112;2017
64450;2040;2017
40083;;2017
64234;;2017
64552;1138;2017
32192;1105;2017
40145;1012;2017
64361;;2017
40282;1406;2017
40097;1273;2017
40080;1085;2017
40321;1113;2017
64210;974;2017
64182;2885;2017
64370;1659;2017
64438;1346;2017
64227;1809;2017
64262;953;2017
64080;1577;2017
64448;1689;2017
64482;1001;2017
64520;1367;2017
64515;;2017
64089;795;2017
64525;1174;2017
64103;998;2017
64335;2085;2017
64074;;2017
32108;594;2017
64095;1112;2017
64399;1675;2017
64199;;2017
32004;;2017
64486;696;2017
32220;909;2017
64079;997;2017
64192;1304;2017
32398;1194;2017
64455;1088;2017
32333;941;2017
64392;670;2017
32145;;2017
64532;544;2017
32017;670;2017
32170;848;2017
64516;789;2017
28025;1450;2017
64346;;2017
64488;950;2017
64465;1205;2017
64544;;2017
64002;1839;2017
40079;908;2017
64510;1367;2017
64389;1659;2017
64348;1978;2017
64142;2220;2017
64153;1108;2017
64239;;2017
64470;1143;2017
64037;1479;2017
64028;1012;2017
64152;1237;2017
64288;1377;2017
64171;1386;2017
64338;;2017
64524;965;2017
40290;729;2017
28303;;2017
64090;1242;2017
40247;;2017
64366;;2017
40148;;2017
40146;;2017
40024;1059;2017
40029;1269;2017
64296;655;2017
64557;1309;2017
40022;1590;2017
64195;1709;2017
64456;;2017
40173;1558;2017
64044;1803;2017
32424;1028;2017
40226;;2017
40119;1185;2017
40138;650;2017
32046;1021;2017
40190;1050;2017
64447;;2017
64380;907;2017
40005;995;2017
28002;;2017
40136;;2017
64383;698;2017
40089;860;2017
40298;2089;2017
40082;;2017
40110;1057;2017
45086;1190;2017
40232;;2017
40219;;2017
40172;1606;2017
64397;1252;2017
64180;1069;2017
64233;715;2017
64232;1051;2017
40305;973;2017
40188;1159;2017
64369;;2017
32461;1455;2017
28311;;2017
64063;1407;2017
64295;;2017
64503;714;2017
64382;1083;2017
40091;1075;2017
40239;633;2017
40128;571;2017
40195;1036;2017
40196;1123;2017
64184;1032;2017
40225;1776;2017
40098;833;2017
40099;1605;2017
40253;860;2017
64114;1120;2017
64472;1037;2017
40041;818;2017
64519;1697;2017
64388;1022;2017
64005;950;2017
45174;1397;2017
64301;1241;2017
64405;1852;2017
64121;1069;2017
64549;1405;2017
64306;984;2017
64198;1881;2017
64511;1586;2017
64208;805;2017
64027;;2017
64167;694;2017
64048;963;2017
64143;904;2017
64318;;2017
64290;1029;2017
64183;995;2017
64146;1070;2017
64554;808;2017
64355;;2017
32027;1007;2017
32209;550;2017
40073;1203;2017
64401;;2017
64236;;2017
64408;;2017
64464;;2017
91097;2405;2017
40016;1042;2017
40072;;2017
64158;1000;2017
40121;1334;2017
40007;;2017
40185;766;2017
40223;1302;2017
64365;1111;2017
64534;;2017
64077;819;2017
64052;1145;2017
64406;1154;2017
64141;824;2017
40001;1104;2017
64042;1797;2017
40289;701;2017
40325;913;2017
40174;;2017
40086;1119;2017
40286;859;2017
64308;677;2017
32155;1136;2017
40240;1367;2017
64254;884;2017
32460;1332;2017
40270;1166;2017
64144;;2017
32463;872;2017
64337;;2017
64387;1592;2017
64374;769;2017
64070;1312;2017
64311;1514;2017
64385;844;2017
64443;1081;2017
64321;2144;2017
64194;872;2017
64396;1027;2017
64003;816;2017
64523;788;2017
64307;687;2017
64073;1073;2017
64514;734;2017
64415;1702;2017
40027;811;2017
40069;1062;2017
64181;984;2017
64410;1274;2017
64418;629;2017
64431;1182;2017
64300;1174;2017
64061;1569;2017
64521;1101;2017
40191;1355;2017
64541;788;2017
64057;1411;2017
40017;1182;2017
64442;845;2017
64117;;2017
40092;1370;2017
64491;2279;2017
64197;;2017
40130;1292;2017
37047;1254;2017
40252;1312;2017
37175;1291;2017
72311;805;2017
37203;2768;2017
37149;1133;2017
45320;1596;2017
37206;1580;2017
37245;1523;2017
37274;672;2017
37152;2372;2017
37041;999;2017
37054;1735;2017
37002;1389;2017
37204;1983;2017
37037;1194;2017
37151;1734;2017
37237;2091;2017
37059;1458;2017
37106;1029;2017
37207;1092;2017
37179;1958;2017
37172;2084;2017
37214;2218;2017
37224;1236;2017
37249;1206;2017
37231;1220;2017
37153;1804;2017
72068;1015;2017
37170;1551;2017
37251;1205;2017
28199;1345;2017
37109;2080;2017
37182;1367;2017
37213;1089;2017
37167;1481;2017
37281;1948;2017
41102;1195;2017
72071;1080;2017
41215;2411;2017
41079;1481;2017
28189;985;2017
41100;590;2017
72052;1003;2017
37068;1201;2017
41113;1107;2017
41265;1612;2017
37116;948;2017
41228;1038;2017
41259;1262;2017
41279;1282;2017
41225;1199;2017
72221;950;2017
72027;858;2017
37101;;2017
41263;;2017
72356;995;2017
41201;1390;2017
41153;7441;2017
41274;960;2017
41236;1527;2017
41192;712;2017
72161;864;2017
36122;1651;2017
72314;833;2017
72173;1104;2017
41070;1078;2017
72134;969;2017
72183;805;2017
72115;1025;2017
72028;978;2017
37063;1180;2017
41184;858;2017
41004;1051;2017
41255;1137;2017
41149;1252;2017
41250;1024;2017
37163;1750;2017
41007;1094;2017
37155;1044;2017
45010;945;2017
37158;1345;2017
37171;1696;2017
37092;1436;2017
37169;1090;2017
37240;1389;2017
37194;1603;2017
37270;1899;2017
41278;1283;2017
37010;1431;2017
45038;1199;2017
37030;868;2017
37052;1394;2017
37166;1134;2017
37276;1297;2017
45133;1342;2017
45065;1374;2017
45231;1626;2017
45198;1211;2017
45119;1401;2017
45252;1391;2017
28367;759;2017
28391;1446;2017
28300;1342;2017
28390;1109;2017
28029;1091;2017
45325;1379;2017
28284;1619;2017
45183;;2017
45217;1182;2017
28121;1340;2017
45177;1022;2017
45005;1788;2017
45080;1611;2017
45137;920;2017
28212;1227;2017
28019;1019;2017
28426;1180;2017
45037;1399;2017
45240;1340;2017
45253;1391;2017
45099;1210;2017
45089;1678;2017
45152;852;2017
45062;1500;2017
45197;1403;2017
45235;1840;2017
45195;908;2017
45342;1040;2017
45302;1982;2017
45286;1834;2017
45142;1568;2017
45308;1666;2017
45034;1830;2017
45169;1908;2017
45284;1782;2017
45333;1298;2017
45298;1824;2017
45261;1576;2017
45069;1235;2017
45075;1720;2017
45118;1142;2017
45301;1055;2017
45269;1608;2017
65279;;2017
45008;1825;2017
45046;1257;2017
45045;1473;2017
45347;973;2017
45330;1707;2017
45111;1119;2017
45055;1303;2017
45168;976;2017
28382;1124;2017
45264;1080;2017
45058;1447;2017
45067;1792;2017
45273;1482;2017
45248;1381;2017
45285;1707;2017
45166;1320;2017
45313;1264;2017
45188;1327;2017
45072;1608;2017
45043;1434;2017
45044;841;2017
45214;1687;2017
45305;1238;2017
45224;1524;2017
45059;1177;2017
45147;1802;2017
45154;1615;2017
45266;1198;2017
36102;740;2017
45194;1372;2017
45262;;2017
45274;1746;2017
45047;956;2017
28221;963;2017
45093;1437;2017
45314;1062;2017
36041;968;2017
41218;1437;2017
45327;1231;2017
45126;1478;2017
36024;888;2017
45289;1186;2017
45346;1173;2017
45095;1268;2017
36217;;2017
18100;937;2017
36116;779;2017
41222;;2017
36175;810;2017
36011;1072;2017
36023;1585;2017
36083;808;2017
36075;1061;2017
36152;1103;2017
36170;;2017
18228;1170;2017
36185;1031;2017
36004;3325;2017
36068;986;2017
41038;1309;2017
18085;741;2017
18167;638;2017
41280;895;2017
41185;871;2017
41135;822;2017
36191;1470;2017
36162;900;2017
36029;826;2017
36147;698;2017
36002;;2017
18103;916;2017
60232;1363;2017
65221;1908;2017
36034;1011;2017
41097;825;2017
36229;743;2017
18263;1154;2017
18210;961;2017
41122;1279;2017
36085;;2017
41044;885;2017
41110;1119;2017
36230;1013;2017
18148;1010;2017
18028;1174;2017
18255;881;2017
18157;1148;2017
18207;1112;2017
18124;743;2017
18244;667;2017
18279;924;2017
18190;832;2017
18134;758;2017
18128;788;2017
18138;990;2017
36021;809;2017
18182;927;2017
36195;1158;2017
18214;1082;2017
36125;1323;2017
18005;1147;2017
18036;994;2017
65340;1523;2017
18285;867;2017
18055;874;2017
36065;1071;2017
41168;959;2017
18141;1140;2017
36205;712;2017
18140;1301;2017
18165;852;2017
41256;945;2017
65115;1007;2017
18150;907;2017
18281;1042;2017
65331;1699;2017
36171;1012;2017
18219;1045;2017
18237;1084;2017
18064;1447;2017
36199;906;2017
18181;940;2017
18290;1266;2017
18096;956;2017
18186;1140;2017
36093;882;2017
36098;608;2017
65344;1386;2017
65353;862;2017
65101;1517;2017
65090;2857;2017
65374;975;2017
65224;1422;2017
65079;;2017
65183;997;2017
65346;1151;2017
65253;;2017
65047;1435;2017
31586;1016;2017
65338;;2017
65037;;2017
65437;1141;2017
65298;;2017
65104;1172;2017
65364;;2017
65324;1008;2017
65226;1764;2017
65107;;2017
65125;1325;2017
65095;719;2017
65118;;2017
65096;;2017
65128;638;2017
65044;931;2017
65401;1350;2017
65355;;2017
65449;;2017
65289;704;2017
65320;1598;2017
65184;517;2017
65306;2020;2017
65274;575;2017
65265;1104;2017
65356;1630;2017
65162;916;2017
65256;915;2017
65337;1172;2017
65426;1093;2017
65300;1343;2017
65200;1778;2017
65060;692;2017
65122;;2017
65039;;2017
65205;;2017
65209;;2017
65173;2829;2017
65116;1923;2017
65023;;2017
65031;2100;2017
65234;1386;2017
65326;;2017
65255;;2017
65066;;2017
65180;;2017
65140;1000;2017
65006;1490;2017
65064;877;2017
31081;;2017
65354;;2017
65099;1877;2017
65092;585;2017
65175;;2017
65080;1234;2017
65108;1607;2017
65408;971;2017
65379;;2017
65293;;2017
65465;2655;2017
65329;1436;2017
65378;693;2017
65461;;2017
65261;;2017
65251;1888;2017
65218;1077;2017
65416;752;2017
65072;1291;2017
65165;853;2017
65042;1330;2017
65451;1297;2017
65290;;2017
65019;1095;2017
65005;910;2017
65063;;2017
65345;1558;2017
65120;;2017
65332;1133;2017
65222;;2017
65143;;2017
65167;;2017
65149;;2017
65357;;2017
65086;;2017
65206;1237;2017
65294;;2017
65245;1465;2017
65318;1281;2017
65097;791;2017
65448;;2017
65423;;2017
65110;;2017
65419;;2017
65316;500;2017
65468;;2017
65214;571;2017
65394;875;2017
65136;2736;2017
65350;1199;2017
65100;1485;2017
65339;765;2017
65144;1300;2017
65284;1414;2017
65271;866;2017
65024;1973;2017
65038;;2017
65405;1623;2017
65159;1122;2017
65225;702;2017
65433;1393;2017
65381;;2017
65247;;2017
65091;1868;2017
65276;;2017
65436;2242;2017
65105;1307;2017
65216;;2017
65236;904;2017
65238;1239;2017
65291;667;2017
65303;1824;2017
65132;556;2017
65028;667;2017
65455;1382;2017
65411;;2017
65084;1895;2017
65078;2338;2017
65228;682;2017
65046;1851;2017
65059;1459;2017
65011;1199;2017
65266;;2017
65123;1741;2017
65481;2008;2017
65089;606;2017
65376;;2017
65126;1550;2017
65148;;2017
60294;965;2017
65068;;2017
65187;620;2017
65067;;2017
65057;1223;2017
65002;1248;2017
65040;800;2017
65131;843;2017
65043;;2017
65010;;2017
65367;;2017
65369;1534;2017
65447;1538;2017
65440;1285;2017
65328;1149;2017
65258;999;2017
65259;1206;2017
65443;1013;2017
65479;;2017
65150;1019;2017
65392;1414;2017
65377;668;2017
65127;1440;2017
65233;;2017
65281;789;2017
65020;1800;2017
65147;1060;2017
65445;1386;2017
65198;1167;2017
65062;1463;2017
65417;1356;2017
65464;;2017
65016;;2017
65310;4327;2017
65459;;2017
65335;1057;2017
65151;824;2017
65285;532;2017
65321;1320;2017
65380;805;2017
65272;1243;2017
65359;;2017
65163;806;2017
65237;1367;2017
65071;;2017
65207;833;2017
65135;;2017
65204;;2017
65153;;2017
65069;1175;2017
65474;1033;2017
65327;;2017
65009;845;2017
65456;1391;2017
65482;658;2017
65094;1642;2017
65389;903;2017
31289;868;2017
65235;1460;2017
65268;845;2017
65336;;2017
65033;638;2017
65421;;2017
65164;;2017
65220;1933;2017
65257;1260;2017
65197;1879;2017
65113;1073;2017
65278;1040;2017
65275;1438;2017
65370;1362;2017
65052;932;2017
65179;;2017
65322;667;2017
65386;;2017
65036;;2017
65145;;2017
65223;1791;2017
65333;981;2017
65469;;2017
65201;749;2017
65168;2315;2017
65349;;2017
65463;2701;2017
65191;1990;2017
65241;1565;2017
65424;1680;2017
59087;1397;2017
65467;2205;2017
65309;;2017
65190;1227;2017
65351;;2017
65217;;2017
65194;;2017
65277;;2017
65093;1672;2017
65051;556;2017
65041;1491;2017
65034;;2017
65111;1095;2017
65076;;2017
65082;1269;2017
65239;;2017
65231;1046;2017
13019;3287;2017
65054;1517;2017
13043;3020;2017
65319;654;2017
13102;2915;2017
13026;2917;2017
13051;2900;2017
13033;4179;2017
60382;2262;2017
13081;2984;2017
13112;3284;2017
13118;3346;2017
13063;2286;2017
13032;3529;2017
13047;2585;2017
84026;2509;2017
13077;2342;2017
13024;2469;2017
13091;2730;2017
13093;2300;2017
13117;2820;2017
13054;2561;2017
13103;2532;2017
60325;1787;2017
13069;2965;2017
13015;3649;2017
13044;3062;2017
84147;2400;2017
13053;3042;2017
13009;2935;2017
13050;3050;2017
13037;3246;2017
13082;2713;2017
13098;3046;2017
13115;2955;2017
13071;3112;2017
13014;2348;2017
13106;2787;2017
13114;3199;2017
13084;2479;2017
13049;3031;2017
13088;3818;2017
13029;2299;2017
60615;1067;2017
13105;2451;2017
13003;2515;2017
13008;2166;2017
13035;2950;2017
13092;2610;2017
13006;2671;2017
60643;1407;2017
60311;1374;2017
60281;1690;2017
60418;2194;2017
60394;1860;2017
60653;1418;2017
60111;1287;2017
60496;914;2017
60564;1166;2017
60276;2028;2017
60179;722;2017
60399;1244;2017
60698;1518;2017
60526;1500;2017
60014;1587;2017
60351;2734;2017
60262;1219;2017
60483;1956;2017
60374;1465;2017
60386;1244;2017
60492;1805;2017
60146;645;2017
60058;944;2017
60039;942;2017
60702;985;2017
60016;2219;2017
60112;1100;2017
60201;1176;2017
60134;1882;2017
60342;1830;2017
60078;;2017
60515;2141;2017
60543;1752;2017
2B013;;2017
60547;2332;2017
60050;2041;2017
60332;1838;2017
60210;1354;2017
60040;1851;2017
60364;1786;2017
60464;1735;2017
60157;1871;2017
60234;2084;2017
60409;1778;2017
60252;1620;2017
60042;2036;2017
60638;1794;2017
60424;1769;2017
60348;1319;2017
60200;703;2017
60093;1513;2017
60511;1231;2017
60160;1214;2017
60071;732;2017
60558;1124;2017
60369;1828;2017
60529;1736;2017
60667;1961;2017
60680;2231;2017
60568;1919;2017
60318;1802;2017
60116;1677;2017
60531;1776;2017
60015;1635;2017
60360;1849;2017
60120;1762;2017
60326;1856;2017
60102;1986;2017
60393;1720;2017
60415;2538;2017
60540;1812;2017
60600;2153;2017
60578;2072;2017
60536;2024;2017
60404;2072;2017
60337;2214;2017
60019;1868;2017
60509;1953;2017
60186;2005;2017
60044;1786;2017
60408;1630;2017
60525;2778;2017
60546;1933;2017
60087;2543;2017
60421;2089;2017
60358;2093;2017
60261;2126;2017
60552;1474;2017
60279;1689;2017
60478;1583;2017
60481;1308;2017
60100;1139;2017
60561;1618;2017
60027;2280;2017
60479;2099;2017
60047;2360;2017
60045;1868;2017
60066;1833;2017
60068;1723;2017
60447;2029;2017
60067;1895;2017
60430;1759;2017
60686;2499;2017
60612;3062;2017
60176;2451;2017
60203;2305;2017
60560;2914;2017
60650;1570;2017
60597;1764;2017
60618;1693;2017
60682;2722;2017
60137;1800;2017
60563;1898;2017
60231;2052;2017
60260;2383;2017
60272;1608;2017
60513;2410;2017
60241;2901;2017
60138;2896;2017
60488;1146;2017
60282;2928;2017
60695;3144;2017
60170;2694;2017
60022;2765;2017
60028;2203;2017
60670;2160;2017
60664;1001;2017
60459;1477;2017
60556;;2017
60268;1898;2017
60085;;2017
60123;769;2017
60617;1105;2017
60657;1229;2017
60373;1275;2017
60595;1358;2017
60254;1901;2017
60152;965;2017
60177;1242;2017
60400;1234;2017
60522;1412;2017
60495;1870;2017
60357;1347;2017
60247;1362;2017
60456;1656;2017
60449;1628;2017
60503;1044;2017
60113;1065;2017
60317;2437;2017
60441;1931;2017
60436;;2017
60468;1677;2017
60565;1355;2017
60115;1308;2017
60440;1960;2017
60466;1469;2017
60553;1699;2017
60036;1044;2017
60106;2217;2017
60285;2204;2017
60168;1126;2017
60034;1511;2017
60156;2191;2017
60323;1247;2017
60338;2411;2017
60674;2076;2017
60383;1257;2017
60579;2243;2017
60392;1927;2017
60689;1558;2017
60675;1651;2017
60166;1716;2017
60159;2342;2017
60150;1721;2017
60665;2010;2017
60534;1417;2017
60151;1880;2017
60119;1201;2017
60636;1744;2017
60582;1454;2017
60378;1772;2017
60070;1988;2017
30160;1477;2017
60273;1826;2017
60423;1747;2017
60429;2784;2017
60155;2354;2017
60185;2299;2017
60212;2286;2017
60074;2288;2017
60086;2380;2017
74122;2215;2017
60127;1279;2017
60416;999;2017
60308;1389;2017
60701;1449;2017
60099;980;2017
60225;1740;2017
60008;1449;2017
60562;2042;2017
60125;1734;2017
60520;896;2017
60229;1882;2017
60587;1831;2017
60375;1712;2017
60223;1650;2017
60498;1799;2017
80159;;2017
60451;1771;2017
60345;1741;2017
14404;1162;2017
60669;1700;2017
60284;1739;2017
60130;2163;2017
60402;2041;2017
60497;1786;2017
30068;1558;2017
60585;1448;2017
60006;2017;2017
60215;1613;2017
60508;2012;2017
60107;1943;2017
60149;1718;2017
60524;1670;2017
60406;2014;2017
60396;1437;2017
60439;1749;2017
60249;1855;2017
60238;2888;2017
60539;2030;2017
60007;1885;2017
60013;2018;2017
60340;1642;2017
60625;1431;2017
60499;739;2017
60017;1382;2017
60538;1236;2017
60581;1479;2017
60133;1025;2017
60634;1140;2017
60055;1388;2017
60191;1211;2017
60117;1778;2017
60258;1081;2017
60192;;2017
60061;1842;2017
60533;1934;2017
60329;769;2017
60350;1137;2017
60537;1564;2017
60198;1995;2017
60632;924;2017
60206;1207;2017
60654;1662;2017
60147;1487;2017
60126;1204;2017
60292;1722;2017
60379;1691;2017
60227;;2017
60676;1528;2017
24427;;2017
24437;901;2017
24351;;2017
24359;938;2017
24431;;2017
24361;1344;2017
24426;;2017
24088;1336;2017
24224;1458;2017
24155;;2017
24190;599;2017
24543;1148;2017
24419;1314;2017
24459;1300;2017
24499;1084;2017
24345;988;2017
24382;1037;2017
24061;;2017
24208;1809;2017
24145;1029;2017
24213;941;2017
24123;;2017
24077;;2017
24146;1270;2017
24126;1180;2017
24483;;2017
24140;1098;2017
24570;1587;2017
24024;684;2017
24374;1306;2017
24296;1058;2017
24385;;2017
24278;931;2017
24566;845;2017
24237;1194;2017
24472;876;2017
24285;;2017
24228;1030;2017
24212;1286;2017
24282;1149;2017
24456;;2017
24414;;2017
24054;1150;2017
24287;1557;2017
24422;;2017
24405;1051;2017
24036;702;2017
24132;;2017
80593;1059;2017
24197;1127;2017
24177;986;2017
24581;;2017
24031;;2017
38197;2266;2017
24034;;2017
24242;1230;2017
24259;;2017
24037;1238;2017
24176;;2017
24492;;2017
24274;950;2017
24536;964;2017
24211;;2017
24251;894;2017
24562;956;2017
24205;1264;2017
24383;1583;2017
24441;1143;2017
24279;650;2017
24244;;2017
24495;;2017
24045;1792;2017
24348;856;2017
38184;2271;2017
24480;877;2017
24160;770;2017
24249;;2017
24094;796;2017
24028;1286;2017
24006;1061;2017
24518;1683;2017
24068;1443;2017
24313;1509;2017
24230;1228;2017
24206;804;2017
24560;714;2017
24223;1150;2017
24318;1902;2017
1371;2535;2017
24023;774;2017
24035;1381;2017
24290;2200;2017
24084;1386;2017
24231;3740;2017
24067;1246;2017
24478;;2017
24076;1054;2017
24396;1500;2017
24538;993;2017
24356;1154;2017
24052;1002;2017
24281;831;2017
24273;887;2017
24379;1844;2017
24156;864;2017
24416;1878;2017
24393;;2017
24142;1705;2017
24360;1181;2017
24005;566;2017
24260;1495;2017
24365;1420;2017
24576;2920;2017
24307;1312;2017
24027;1680;2017
24073;1204;2017
24327;1094;2017
24022;2185;2017
24240;2454;2017
24217;1113;2017
24421;;2017
24334;;2017
24060;;2017
80418;1037;2017
24524;859;2017
24257;1491;2017
24389;;2017
24254;847;2017
24293;2047;2017
24143;1177;2017
24122;1190;2017
24445;1385;2017
24571;1410;2017
24468;1929;2017
24558;1149;2017
24388;1395;2017
24015;1869;2017
24378;2878;2017
24261;2140;2017
24338;1223;2017
24347;;2017
24559;1675;2017
24330;1125;2017
24404;2699;2017
24183;1354;2017
24407;1726;2017
24377;;2017
24220;1581;2017
24517;;2017
24446;833;2017
24406;1420;2017
1066;;2017
69277;3351;2017
38519;2491;2017
69282;2877;2017
69279;2767;2017
69298;;2017
69275;2488;2017
69287;3104;2017
1276;2454;2017
69289;3148;2017
69271;3135;2017
1277;;2017
1041;1848;2017
1444;1543;2017
1255;1642;2017
1107;627;2017
1366;2092;2017
38054;1656;2017
1186;;2017
1279;1364;2017
30281;1703;2017
1149;1963;2017
1384;1287;2017
1017;970;2017
1142;2413;2017
1064;1139;2017
1416;1135;2017
1155;1667;2017
1400;875;2017
1411;1377;2017
1013;785;2017
1076;1554;2017
1403;1560;2017
1037;984;2017
1111;1133;2017
1062;2011;2017
1379;1958;2017
1099;1801;2017
1376;2127;2017
1386;1852;2017
1004;1843;2017
38557;2725;2017
1092;1711;2017
1088;1896;2017
1129;1388;2017
1008;1807;2017
38295;1979;2017
1156;2407;2017
1342;2367;2017
38392;4045;2017
1297;2343;2017
1325;2094;2017
1047;1284;2017
1089;1778;2017
38011;2258;2017
69280;2523;2017
1049;2617;2017
1418;2388;2017
1027;2463;2017
1198;1389;2017
1032;2057;2017
1244;2043;2017
1213;2101;2017
1390;2181;2017
38190;1737;2017
1431;1680;2017
1421;1197;2017
38539;1831;2017
1043;2827;2017
1202;1615;2017
1378;2078;2017
38535;2822;2017
38316;1846;2017
1349;1277;2017
1260;1023;2017
1361;1434;2017
38320;1691;2017
1045;2179;2017
1290;1672;2017
1450;2104;2017
38083;1764;2017
38026;1991;2017
1054;1961;2017
1207;526;2017
38365;1580;2017
1224;2112;2017
1345;1483;2017
1396;1272;2017
1262;2137;2017
1434;1744;2017
38210;2754;2017
38247;1675;2017
38455;2112;2017
38189;2344;2017
38294;2171;2017
38374;1817;2017
69285;2667;2017
38260;2732;2017
38553;1907;2017
38176;1614;2017
38467;1402;2017
38530;2149;2017
38193;2146;2017
38067;2116;2017
38475;2557;2017
38109;1682;2017
38554;2103;2017
38138;2126;2017
38097;2389;2017
38085;2261;2017
38507;2241;2017
38010;1359;2017
38515;1757;2017
69288;3114;2017
38537;2031;2017
38146;1625;2017
38494;1747;2017
38282;1658;2017
38415;1477;2017
38449;2017;2017
38135;1313;2017
38542;1446;2017
38488;1758;2017
38532;1915;2017
38451;2413;2017
69299;2375;2017
1219;;2017
38543;1739;2017
38139;1405;2017
38525;1186;2017
38458;1242;2017
38050;1153;2017
38546;1536;2017
38162;1554;2017
38250;1851;2017
38261;1819;2017
38483;1784;2017
38465;1465;2017
38148;1449;2017
2A099;;2017
2B366;734;2017
2B277;2079;2017
16227;1189;2017
2B342;1915;2017
2A089;;2017
2B283;2679;2017
2A268;782;2017
2A322;2174;2017
2A133;;2017
16036;1059;2017
2A094;;2017
2A358;1818;2017
24141;927;2017
2B365;1862;2017
2B177;;2017
16380;1105;2017
2B009;1699;2017
